domain,verifier,frame,strategy,Errors_Caught_Rate,Errors_Passed_Rate,Errors_Introduced_Rate,Correct_Confirmed_Rate
math,mistral,neutral,rubric,0.3,0.7,0.03333333333333333,0.9666666666666667
math,mistral,other,cot,0.3,0.7,0.03333333333333333,0.9666666666666667
math,mistral,other,direct,0.2,0.8,0.0,1.0
math,mistral,other,rubric,0.4,0.6,0.06666666666666667,0.9333333333333333
math,mistral,self,cot,0.3,0.7,0.0,1.0
math,mistral,self,direct,0.1,0.9,0.0,1.0
math,mistral,self,rubric,0.4,0.6,0.1,0.9
math,qwen,neutral,cot,0.6,0.4,0.0,1.0
math,qwen,neutral,direct,0.5,0.5,0.0,1.0
math,qwen,neutral,rubric,0.6,0.4,0.0,1.0
math,qwen,other,cot,0.6,0.4,0.0,1.0
math,qwen,other,direct,0.6,0.4,0.0,1.0
math,qwen,other,rubric,0.6,0.4,0.0,1.0
math,qwen,self,cot,0.6,0.4,0.0,1.0
math,qwen,self,direct,0.6,0.4,0.0,1.0
math,qwen,self,rubric,0.6,0.4,0.0,1.0
science,deepseek,neutral,cot,0.7647058823529411,0.23529411764705882,0.30434782608695654,0.6956521739130435
science,deepseek,neutral,direct,0.7647058823529411,0.23529411764705882,0.21739130434782608,0.782608695652174
science,deepseek,neutral,rubric,0.7058823529411765,0.29411764705882354,0.391304347826087,0.6086956521739131
science,deepseek,other,cot,0.7058823529411765,0.29411764705882354,0.391304347826087,0.6086956521739131
science,deepseek,other,direct,0.7058823529411765,0.29411764705882354,0.17391304347826086,0.8260869565217391
science,deepseek,other,rubric,0.7647058823529411,0.23529411764705882,0.391304347826087,0.6086956521739131
science,deepseek,self,cot,0.5882352941176471,0.4117647058823529,0.34782608695652173,0.6521739130434783
science,deepseek,self,direct,0.7058823529411765,0.29411764705882354,0.17391304347826086,0.8260869565217391
science,deepseek,self,rubric,0.7058823529411765,0.29411764705882354,0.30434782608695654,0.6956521739130435
science,llama,neutral,cot,0.4117647058823529,0.5882352941176471,0.17391304347826086,0.8260869565217391
science,llama,neutral,direct,0.23529411764705882,0.7647058823529411,0.17391304347826086,0.8260869565217391
science,llama,neutral,rubric,0.47058823529411764,0.5294117647058824,0.21739130434782608,0.782608695652174
science,llama,other,cot,0.47058823529411764,0.5294117647058824,0.21739130434782608,0.782608695652174
science,llama,other,direct,0.35294117647058826,0.6470588235294118,0.17391304347826086,0.8260869565217391
science,llama,other,rubric,0.47058823529411764,0.5294117647058824,0.17391304347826086,0.8260869565217391
science,llama,self,cot,0.5294117647058824,0.47058823529411764,0.21739130434782608,0.782608695652174
science,llama,self,direct,0.4117647058823529,0.5882352941176471,0.17391304347826086,0.8260869565217391
science,llama,self,rubric,0.5882352941176471,0.4117647058823529,0.2608695652173913,0.7391304347826086
science,mistral,neutral,cot,0.35294117647058826,0.6470588235294118,0.043478260869565216,0.9565217391304348
science,mistral,neutral,direct,0.17647058823529413,0.8235294117647058,0.08695652173913043,0.9130434782608695
science,mistral,neutral,rubric,0.4117647058823529,0.5882352941176471,0.21739130434782608,0.782608695652174
science,mistral,other,cot,0.5882352941176471,0.4117647058823529,0.13043478260869565,0.8695652173913043
science,mistral,other,direct,0.11764705882352941,0.8823529411764706,0.0,1.0
science,mistral,other,rubric,0.47058823529411764,0.5294117647058824,0.08695652173913043,0.9130434782608695
science,mistral,self,cot,0.29411764705882354,0.7058823529411765,0.043478260869565216,0.9565217391304348
science,mistral,self,direct,0.11764705882352941,0.8823529411764706,0.13043478260869565,0.8695652173913043
science,mistral,self,rubric,0.4117647058823529,0.5882352941176471,0.21739130434782608,0.782608695652174
science,qwen,neutral,cot,0.5294117647058824,0.47058823529411764,0.21739130434782608,0.782608695652174
science,qwen,neutral,direct,0.4117647058823529,0.5882352941176471,0.2608695652173913,0.7391304347826086
science,qwen,neutral,rubric,0.5882352941176471,0.4117647058823529,0.30434782608695654,0.6956521739130435
science,qwen,other,cot,0.5294117647058824,0.47058823529411764,0.2608695652173913,0.7391304347826086
science,qwen,other,direct,0.47058823529411764,0.5294117647058824,0.2608695652173913,0.7391304347826086
science,qwen,other,rubric,0.5294117647058824,0.47058823529411764,0.2608695652173913,0.7391304347826086
science,qwen,self,cot,0.5882352941176471,0.4117647058823529,0.2608695652173913,0.7391304347826086
science,qwen,self,direct,0.5294117647058824,0.47058823529411764,0.2608695652173913,0.7391304347826086
science,qwen,self,rubric,0.6470588235294118,0.35294117647058826,0.30434782608695654,0.6956521739130435
